2024-03-27 09:23:43.973 [main] INFO  com.ocan.app.AppVersionApplication:55 - Starting AppVersionApplication on LAPTOP-MI1O0NSR with PID 15448 (D:\User\IdeaProjects\app-version\target\classes started by frozen in D:\User\IdeaProjects\app-version)
2024-03-27 09:23:43.974 [main] INFO  com.ocan.app.AppVersionApplication:655 - The following profiles are active: test
2024-03-27 09:23:44.559 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:92 - Tomcat initialized with port(s): 49040 (http)
2024-03-27 09:23:44.564 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-49040"]
2024-03-27 09:23:44.564 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2024-03-27 09:23:44.565 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.27]
2024-03-27 09:23:44.606 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/appserver]:173 - Initializing Spring embedded WebApplicationContext
2024-03-27 09:23:44.606 [main] INFO  org.springframework.web.context.ContextLoader:284 - Root WebApplicationContext: initialization completed in 584 ms
2024-03-27 09:23:45.093 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor:171 - Initializing ExecutorService 'applicationTaskExecutor'
2024-03-27 09:23:45.227 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Starting ProtocolHandler ["http-nio-49040"]
2024-03-27 09:23:45.239 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:204 - Tomcat started on port(s): 49040 (http) with context path '/appserver'
2024-03-27 09:23:45.241 [main] INFO  com.ocan.app.AppVersionApplication:61 - Started AppVersionApplication in 1.581 seconds (JVM running for 2.067)
2024-03-27 09:23:47.347 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor:208 - Shutting down ExecutorService 'applicationTaskExecutor'
2024-03-27 09:23:49.743 [main] INFO  com.ocan.app.AppVersionApplication:55 - Starting AppVersionApplication on LAPTOP-MI1O0NSR with PID 14136 (D:\User\IdeaProjects\app-version\target\classes started by frozen in D:\User\IdeaProjects\app-version)
2024-03-27 09:23:49.745 [main] INFO  com.ocan.app.AppVersionApplication:655 - The following profiles are active: test
2024-03-27 09:23:50.289 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:92 - Tomcat initialized with port(s): 49040 (http)
2024-03-27 09:23:50.294 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Initializing ProtocolHandler ["http-nio-49040"]
2024-03-27 09:23:50.295 [main] INFO  org.apache.catalina.core.StandardService:173 - Starting service [Tomcat]
2024-03-27 09:23:50.295 [main] INFO  org.apache.catalina.core.StandardEngine:173 - Starting Servlet engine: [Apache Tomcat/9.0.27]
2024-03-27 09:23:50.334 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/appserver]:173 - Initializing Spring embedded WebApplicationContext
2024-03-27 09:23:50.335 [main] INFO  org.springframework.web.context.ContextLoader:284 - Root WebApplicationContext: initialization completed in 566 ms
2024-03-27 09:23:50.855 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor:171 - Initializing ExecutorService 'applicationTaskExecutor'
2024-03-27 09:23:50.967 [main] INFO  org.apache.coyote.http11.Http11NioProtocol:173 - Starting ProtocolHandler ["http-nio-49040"]
2024-03-27 09:23:50.982 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer:204 - Tomcat started on port(s): 49040 (http) with context path '/appserver'
2024-03-27 09:23:50.985 [main] INFO  com.ocan.app.AppVersionApplication:61 - Started AppVersionApplication in 1.6 seconds (JVM running for 2.302)
2024-03-27 10:15:19.236 [http-nio-49040-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/appserver]:173 - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-03-27 10:15:19.240 [http-nio-49040-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet:525 - Initializing Servlet 'dispatcherServlet'
2024-03-27 10:15:19.263 [http-nio-49040-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet:547 - Completed initialization in 23 ms
2024-03-27 10:15:19.273 [http-nio-49040-exec-1] INFO  com.ocan.app.filter.AuthorizeFilter:50 - 拦截到请求，路径是:/appserver/system/randomImage
2024-03-27 10:15:19.274 [http-nio-49040-exec-1] INFO  com.ocan.app.filter.AuthorizeFilter:54 - 不需要拦截的路径，直接放行
2024-03-27 10:15:19.299 [http-nio-49040-exec-1] INFO  com.ocan.app.controller.SystemController:51 - 获取验证码,Session checkCode = HvLb,
2024-03-27 10:15:19.573 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor:208 - Shutting down ExecutorService 'applicationTaskExecutor'
